,malaria,Group,TMAP1,TMAP2,smiles
0,0.7385984434638627,2 (1761),-0.034429073333740234,-0.4219284653663635,Cc1nc2cc(ccc2[nH]1)c3ccc4[nH]c(C)nc4c3
1,-1.090085061035259,4 (1735),0.2062787413597107,0.3094208240509033,CN(C1CCN(C)C1)c2cc(C)nc(Nc3ccc(Cl)cc3)n2
2,-0.358682126983545,4 (1735),0.07442420721054077,0.22665858268737793,CN(C)CCCOc1cc(NC(=O)Nc2ccc(c3ccncc3)c4ccccc24)ccc1I
3,0.5613286059390974,1 (2858),-0.296433687210083,-0.07942765951156616,COc1ccc(cc1CSc2nc3ccccc3[nH]2)C4NCCc5c4[nH]c6ccccc56
4,-1.371137130520022,1 (2858),-0.17199277877807617,0.18938463926315308,CCN1C(=Nc2sc3CN(C)CCc3c2C1=O)SCc4ccc(F)cc4
5,-0.04248481165137531,3 (1414),0.09421283006668091,0.05830204486846924,CC(C)NC(=O)c1cccc(c1)c2ccc(OCCN3CCCC3c4cc5ccccc5[nH]4)cc2
6,-1.506096122532669,2 (1761),0.006443142890930176,-0.36788660287857056,CC(=O)Nc1nc(cs1)C(=O)Nc2cccc(c2)c3ccc(s3)c4nc5c(C)cccc5[nH]4
7,-0.20494655303695747,2 (1761),-0.047389864921569824,-0.24379777908325195,CC(C)CC(C)NC(=O)C1Cc2c([nH]c3cc(Cl)ccc23)C4(CCN(CCc5ccccc5)CC4)N1
8,-0.3396773675701613,1 (2858),-0.3282492756843567,-0.15593653917312622,COc1cnc(nc1NC(C)C)c2ccccn2
9,0.27132400583896304,1 (2858),-0.3529812693595886,-0.1720944046974182,COc1ccc(cc1)C2Sc3ccccc3N=C4C2C(=O)c5ccccc45
10,-2.786776429465029,5 (2231),0.4045524597167969,-0.158051997423172,COc1ccc(cc1OC)C2CC(=C3C(C(=C(C)N=C3C2)C(=O)OC(C)C)c4ccccc4F)O
11,-1.0354805581591175,3 (1414),-0.08635720610618591,0.04315495491027832,CCOc1cc(C)ccc1C2CCN(CCCCNC(=O)c3ccc(NC(=O)c4cc(Cl)cc(Cl)c4)cc3)CC2
12,-1.397557553398601,5 (2231),0.4327540397644043,0.17819786071777344,CN1\C(=C\c2cccc[n+]2C)\Sc3ccc(C)cc13
13,-1.449873342762762,3 (1414),-0.16061177849769592,-0.021955519914627075,CCOc1cc(C=NN=C(N)N)ccc1OCc2ccccc2
14,1.3987168811184478,1 (2858),-0.23816266655921936,0.3388229012489319,CC(C)CCNC(=O)CN1C(=O)c2cccnc2Oc3ccccc13
15,-0.12072745570974334,1 (2858),-0.3232994079589844,-0.053431540727615356,O=C(Nc1ccc(Oc2ccccc2)cc1)N(Cc3ccc(cc3)c4ccc(CN5CCNCC5)cc4)C6CCN(Cc7ccccc7)CC6
16,0.05521849524736325,5 (2231),0.24989354610443115,-0.20468834042549133,COC(=O)c1ccc(CC(C)NCC(O)c2cccc(c2)C(F)(F)F)cc1F
17,-1.8697104161592943,1 (2858),-0.27059483528137207,0.2947145104408264,CCN(CC)CCCN1CCN(CC1)C(=O)c2cccc(c2)c3noc(n3)C(F)(F)F
18,0.17027118769491045,4 (1735),-0.026151269674301147,0.4176204204559326,CN(C)C(=O)CCCn1c(CNCCCNc2cc(O)c3ccccc3n2)cc4c(Cl)cc(Cl)cc14
19,0.3993799644522163,3 (1414),0.03416407108306885,0.022807836532592773,CCOc1ccc2OCN(Cc3ccc(Cl)cc3)Cc2c1
20,1.2074069010602182,1 (2858),-0.19900542497634888,0.37668418884277344,Cc1ccc(cc1F)c2nc(cs2)C(=O)N(CCC#N)Cc3cccnc3
21,-1.8773173575897013,5 (2231),0.33294594287872314,-0.005783677101135254,Ic1ccc(cc1)N=C2C(N3CCCCC3)C(=O)c4ccccc4C2=O
22,-0.3126652109740576,1 (2858),-0.307287335395813,0.23810631036758423,Oc1ccc(cc1c2ccc(Cl)c(Cl)c2)C(=O)NCCCCCC(=O)NCc3cccc(c3)C(F)(F)F
23,-1.7525691449980507,5 (2231),0.18210560083389282,-0.010299205780029297,COc1cc2nc(cc(N)c2cc1OC)c3ccc(Br)cc3
24,-0.3412877281117057,2 (1761),-0.026043981313705444,-0.24453476071357727,COC(=O)c1ccc2[nH]c(nc2c1)c3ccc(\C=C\C(=O)NC4CCN(Cc5ccccc5)CC4)cc3
25,-1.8232384893284288,5 (2231),0.27021074295043945,0.19942891597747803,CCCCCCCCN1CCN(CCCCCCNc2c3ccccc3nc4ccccc24)CC1
26,-0.1020327255651516,1 (2858),-0.1724274456501007,0.3616427779197693,O=C(Nc1ccc(cc1)c2noc(CCc3ccccc3)n2)c4cccs4
27,1.3937663759585917,1 (2858),-0.37083274126052856,-0.07347628474235535,CCN(CC)CCCNC(=S)N(Cc1cc2ccc(OC)cc2nc1O)C3CCCCC3
28,-0.2803759168591065,5 (2231),0.23481380939483643,0.16761291027069092,CCOC(=O)C(Oc1ccc2ccccc2c1)C(=O)OCC
29,-1.5911069557493769,5 (2231),0.4308650493621826,0.007242858409881592,Cc1ccc(C=NNC(=O)c2nnn(c2c3ccc(cc3)[N+](=O)[O-])c4nonc4N)cc1
30,-0.307443581873312,1 (2858),-0.2381184697151184,0.3032059073448181,Fc1ccc(NC(=O)c2cnc(N3CCN(CC3)c4ccncc4)c(Cl)c2)cc1
31,2.70805020110221,1 (2858),-0.19720584154129028,0.378223180770874,COc1ccc(C)c2sc(nc12)N(Cc3cccnc3)C(=O)c4ccc(cc4)C#N
32,0.3046687497089905,2 (1761),0.0920289158821106,-0.23457461595535278,CCc1ccc(CN2CCC(CNC(=O)c3cc(cs3)c4cccc(F)c4)C2)cc1
33,-3.1709957413632432,4 (1735),0.23035204410552979,0.48393452167510986,Cc1cc(C)cc(c1)N2C(=NC(=NC2(C)C)N)N
34,0.12923230502594507,1 (2858),-0.32376158237457275,-0.051802992820739746,C=CCN1CCC(CC1)N(Cc2cccc(Oc3ccccc3)c2)C(=O)C(c4ccccc4)c5ccccc5
35,0.013902905168991434,4 (1735),0.07962942123413086,0.16235452890396118,Clc1ccc2c(NC3CCC(CC3)NC(=O)CCC4CCCC4)ccnc2c1
36,0.22314355131420974,4 (1735),-0.004592031240463257,0.47334206104278564,CC(C)NC(=O)c1ccc2CN(CC3CCCCC3)C(=Nc2c1)\C=C\c4ccccc4
37,-0.1643585299373308,4 (1735),0.31458336114883423,0.29494285583496094,COc1ccc(NC(=O)CCNc2cc(C)nc(NCCc3ccc(F)cc3)n2)cc1
38,-2.3095886104697767,3 (1414),0.0696479082107544,0.07582032680511475,COc1ccc(NC(=O)NC2CCN(C2)c3ccnc4cc(Cl)ccc34)cc1
39,0.5439156077296672,1 (2858),-0.13955458998680115,0.23899006843566895,NS(=O)(=O)c1ccc(CNC(=O)c2cnc3c(O)cccc3c2Nc4cccc(NC(=O)c5ccc(Cl)c(Cl)c5)c4)cc1
40,-0.9102283105420238,5 (2231),0.2721276879310608,0.11274605989456177,CCCCCCCCc1c(C)nc(C)c(C#N)c1O
41,-0.12387803372737607,4 (1735),0.039333224296569824,0.24680227041244507,COc1ccc(NC(=O)C=Cc2ccc(Oc3ccccc3Cl)c(c2)[N+](=O)[O-])cc1OCCN(C(C)C)C(C)C
42,-0.13258321257504985,3 (1414),-0.16724014282226562,-0.12304109334945679,CN(Cc1ccc(NC(=O)NC2CCN(CC2)C(=O)\C=C\c3ccc(Cl)c(Cl)c3)cc1)C4CCOCC4
43,-0.20773080895913615,5 (2231),0.2629086375236511,-0.2726549804210663,CC(C)C[C@H](NC(=O)c1ccc(F)cc1)C(=O)N[C@@H](CCc2ccccc2)\C=N\NC(=O)c3ccccc3
44,0.09166718852582385,5 (2231),0.45667558908462524,0.189311683177948,CC[n+]1c(\C=C\N(C)c2ccccc2)sc(c3ccccc3)c1c4ccccc4
45,-0.3330750870734957,5 (2231),0.26905447244644165,-0.2227877378463745,COc1ccc(CC(C)NCC(O)c2ccc(Cl)c(Cl)c2)cc1
46,-0.8866192539419196,1 (2858),-0.47233113646507263,0.056139469146728516,CCNc1cc(cc(c1)C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)C)N3CC(CCS3(=O)=O)c4ccccc4
47,-0.029740648184515737,1 (2858),-0.05850347876548767,0.16510146856307983,CCOc1ccc(cc1OCC)C(C)NC(=O)c2cc(Cl)ccc2OC
48,-0.2690713905344565,3 (1414),-0.0028703510761260986,0.13568437099456787,CCC(=O)N(C1CCN(CCC2(CN(CCO2)C(=O)C3CCCCC3)c4ccc(Cl)c(Cl)c4)CC1)c5ccccc5
49,1.8453002361560848,1 (2858),-0.16905000805854797,0.3259519934654236,[O-][N+](=O)c1oc(cc1)C(=O)N2CCN(CC2)c3cccc(Cl)c3
50,-0.43136630931011255,3 (1414),-0.12827447056770325,-0.12958019971847534,CN(CCCc1c[nH]c2ccccc12)CCC3CCC(CC3)NC(=O)\C=C\c4ccc(Cl)c(Cl)c4
51,-2.84063447666944,4 (1735),0.1088595986366272,0.2319023609161377,NS(=O)(=O)CCc1cccc(Nc2nccc(n2)c3c(nn4ccccc34)c5cccc(NC(=O)c6c(F)cccc6F)c5)c1
52,-0.3783364407199117,4 (1735),0.42331916093826294,0.28074365854263306,Cc1cc(C)n2nc(cc2n1)c3ccc(Cl)cc3
53,-1.0700248318161971,2 (1761),0.19928443431854248,-0.29495155811309814,COc1cc2CC(C)(C)N=C(CCCCCl)c2cc1OC
54,0.07049133449693913,1 (2858),-0.28560978174209595,0.0644456148147583,OC(CNCc1occc1)Cn2c3ccc(Br)cc3c4cc(Br)ccc24
55,0.11005157411763118,3 (1414),0.06589663028717041,0.09298568964004517,COc1cc(Nc2nccc(n2)N3CCC(C3)NC(=O)Nc4cc(C)ccc4C)cc(OC)c1OC
56,-0.32720768264144,1 (2858),-0.3103312849998474,0.13997292518615723,CCC1(C)CC(CCNCc2ccccc2O)(CCO1)c3ccccc3OC
57,-0.0029000059553574717,5 (2231),0.3961713910102844,0.02503865957260132,COc1ccc2c(NN=Cc3ccccc3F)cc(C)nc2c1
58,-0.16573801696938187,1 (2858),-0.4634864926338196,-0.021415621042251587,COc1cccc(CNC(=O)c2cc(CNCc3ccccc3)ccc2c4cccc(CNCc5ccc(cc5)c6ccccc6)c4)c1
59,-0.2841932335341445,4 (1735),0.05438178777694702,0.20481109619140625,COCCN1CCC(CNCC(C)(C)c2nc(c3ccc(Cl)c(O)c3)c([nH]2)c4ccncc4)CC1
60,-0.4839106012581965,5 (2231),0.26271766424179077,-0.27122312784194946,COc1cccc2cc(oc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCc3ccccc3)\C=N\NC(=O)N4CCN(C)CC4
