,BBBP,Group,TMAP1,TMAP2,smiles
0,1.0,1 (491),-0.42947158217430115,-0.2686714828014374,[Cl].CC(C)NCC(O)COc1cccc2ccccc12
1,1.0,5 (288),0.3858819007873535,-0.3303155303001404,C(=O)(OC(C)(C)C)CCCc1ccc(cc1)N(CCCl)CCCl
2,1.0,4 (413),-1.0460615158081055e-05,-0.24612686038017273,c12c3c(N4CCN(C)CC4)c(F)cc1c(c(C(O)=O)cn2C(C)CO3)=O
3,1.0,5 (288),0.2117365598678589,-0.3389410078525543,C1CCN(CC1)Cc1cccc(c1)OCCCNC(=O)C
4,1.0,4 (413),0.26301831007003784,-0.07253128290176392,Cc1onc(c2ccccc2Cl)c1C(=O)N[C@H]3[C@H]4SC(C)(C)[C@@H](N4C3=O)C(O)=O
5,1.0,4 (413),0.39554375410079956,0.045183658599853516,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(O)=O)CSc4nnnn4C)c5ccc(O)cc5)C(=O)C1=O
6,1.0,4 (413),0.36006176471710205,-0.05714881420135498,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(/O)NCN5CCCC5)C1=O
7,1.0,5 (288),0.2333616018295288,-0.25352051854133606,Cn1c2CCC(Cn3ccnc3C)C(=O)c2c4ccccc14
8,1.0,1 (491),-0.1362755298614502,-0.16046738624572754,COc1ccc(cc1)[C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O
9,1.0,3 (482),0.15316975116729736,0.08887088298797607,NC(N)=NC(=O)c1nc(Cl)c(N)nc1N
10,0.0,3 (482),0.08147507905960083,0.06647557020187378,OCC(C)(O)c1onc(c2ncn3c2CN(C)C(c4c3cccc4Cl)=O)n1
11,1.0,2 (365),-0.1794092357158661,0.2870504856109619,CC1=CN([C@H]2C[C@H](F)[C@@H](CO)O2)C(=O)NC1=O
12,1.0,4 (413),0.1548098921775818,-0.18086329102516174,C(Cl)Cl
13,1.0,4 (413),0.3852274417877197,0.027339577674865723,C1N(C(CC2CCCCC12)C(NC(C)(C)C)=O)CC(C(Cc1ccccc1)NC(C(NC(c1nc2c(cccc2)cc1)=O)CC(N)=O)=O)O
14,1.0,5 (288),0.22750967741012573,-0.4339289367198944,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2
15,1.0,3 (482),0.11449086666107178,0.123088538646698,CCN1N=NN(CCN2CCC(CC2)(COC)N(C(=O)CC)c3ccccc3)C1=O
16,1.0,3 (482),-0.02507936954498291,0.15410566329956055,CN(C)C(=O)C(CCN1CCC(O)(CC1)c1ccc(Cl)cc1)(c1ccccc1)c1ccccc1
17,1.0,3 (482),-0.12060302495956421,0.11406689882278442,CN1C2CCC1CC(C2)OC(=O)[C@H](CO)c3ccccc3
18,1.0,1 (491),-0.44773271679878235,-0.16315102577209473,COc1ccc(Cl)cc1C(=O)NCCc2ccc(cc2)[S](=O)(=O)NC(=O)NC3CCCCC3
19,1.0,3 (482),0.15148597955703735,0.09200167655944824,Nc1nnc(c(N)n1)c2cccc(Cl)c2Cl
20,1.0,4 (413),0.14356428384780884,-0.11977323889732361,CCCC(C)C
21,1.0,5 (288),0.2535305619239807,-0.39384782314300537,C[C@H](N)Cc1ccccc1
22,0.0,4 (413),0.087391197681427,-0.32483428716659546,c1cc2c(cc(CC3=CNC(=NC3=O)NCCSCc3oc(cc3)CN(C)C)cc2)cc1
23,1.0,1 (491),-0.4287099540233612,-0.25465869903564453,CC(C)(C)NCC(O)COc1cccc2C[C@@H](O)[C@@H](O)Cc12
24,1.0,3 (482),0.1152375340461731,0.1299816370010376,CCC(=O)N(c1ccccc1)C2(CCN(CCc3sccc3)CC2)COC
25,0.0,4 (413),0.07774364948272705,-0.2891066372394562,CCNC(=NC#N)NCCSCc1c(cccn1)Br
26,1.0,2 (365),-0.2354932725429535,-0.11159214377403259,CN(C)C(=O)Cc1n2cc(C)ccc2nc1c3ccc(C)cc3
27,1.0,1 (491),-0.35937371850013733,-0.10018467903137207,CN1CCN(CC1)C2=C3C=CC=CC3=Nc4ccc(Cl)cc4N2
28,1.0,2 (365),-0.192551851272583,0.23665422201156616,FC(F)(F)c1c(Cl)nc(N2CCNCC2)cc1
29,1.0,4 (413),0.2756245732307434,-0.0398382842540741,O.CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(O)=O)c4ccccc4)C(=O)C1=O
30,1.0,1 (491),-0.15748730301856995,-0.37686482071876526,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
31,1.0,4 (413),8.147954940795898e-05,-0.24151012301445007,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(O)=O
32,1.0,5 (288),0.2202155590057373,-0.33816444873809814,c1ccc(C(NCCCOc2cc(CN3CCCCC3)ccc2)=O)cc1
33,1.0,5 (288),0.20964175462722778,-0.263001948595047,CC(C)(C)OC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CS3)C
34,1.0,3 (482),0.13768303394317627,0.13163506984710693,CCC(=O)N(C1CCN(CC1)CCc2ccccc2)c3ccccc3
35,1.0,5 (288),0.23675096035003662,-0.2630389928817749,CCOC(=O)c1cncn1C(C)c2ccccc2
36,0.0,2 (365),-0.09460994601249695,-0.1073918342590332,CN(C)c1cc(C2=NC(N)=NN2)ccn1
37,1.0,2 (365),-0.28581035137176514,0.09076189994812012,CN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1
38,1.0,2 (365),-0.22989770770072937,-0.11348575353622437,IC1=C(N([H])[H])C=CC(C2=NC3=CC=C(O[H])C=C3S2)=C1
39,0.0,4 (413),0.07744389772415161,-0.21967610716819763,O=C(C)Nc1cc(c2csc(N=C(N)N)n2)ccc1
40,1.0,3 (482),-0.08390697836875916,0.0913134217262268,CN1[C@H]2CCC[C@@H]1CC(C2)NC(=O)c3nn(C)c4ccccc34
41,1.0,4 (413),0.10853606462478638,0.006806433200836182,C[S](=O)(=O)c1ccc(cc1)[C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl
42,1.0,4 (413),0.07845932245254517,-0.2421000897884369,c1ccc(cc1)c1csc(n1)N=C(N)N
43,1.0,5 (288),0.2606971859931946,-0.4708818197250366,CC(N)COc1c(C)cccc1C
44,1.0,5 (288),0.22084969282150269,-0.45665666460990906,CCC(=O)O[C@@](Cc1ccccc1)([C@H](C)CN(C)C)c2ccccc2
45,1.0,2 (365),-0.13828003406524658,-0.06434863805770874,ClC1=CC=C(C2=C1)SC3=C(N2CCCNC)C=CC=C3
46,1.0,4 (413),0.07627266645431519,-0.30892735719680786,CN(C)Cc1ccc(c2cccc(NC3C([N+]([O-])=O)=CC=N3)c2)o1
47,1.0,4 (413),0.3877406716346741,0.04785531759262085,Cn1nnnc1SCC2=C(N3[C@H](SC2)[C@H](NC(=O)[C@H](O)c4ccccc4)C3=O)C(O)=O
48,1.0,1 (491),-0.3422437906265259,-0.2689524292945862,n(ccc1)c(c1)CCN(C)C
49,1.0,3 (482),0.018334925174713135,0.06463474035263062,O=C1N(CCC1)CCCCN2CCN(CC2)c3cc(C(F)(F)F)ccn3
50,1.0,2 (365),-0.06434738636016846,-0.1694035828113556,COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1
51,1.0,5 (288),0.24901717901229858,-0.4402787685394287,c1(ccccc1)CC
52,1.0,4 (413),0.0783047080039978,-0.23147064447402954,c1ccc(cc1N)c1csc(n1)N=C(N)N
53,1.0,2 (365),-0.032325923442840576,-0.16996750235557556,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](OC(C)=O)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1
54,1.0,1 (491),-0.44218727946281433,-0.23487037420272827,c1(c(cc(NC(CCC)=O)cc1)C(C)=O)OCC(CNC(C)C)O
55,1.0,2 (365),-0.15197885036468506,-0.05589091777801514,ClC1=CC=C(SC(C=CC=C2)=C2N3CCCN)C3=C1
56,1.0,4 (413),0.08347111940383911,-0.3212669789791107,CN(C)Cc1ccc(CSCCNC2=C([N+]([O-])=O)C(Cc3ccccc3)=CN2)o1
57,0.0,4 (413),0.0783650279045105,-0.22244715690612793,CNC(=NC#N)Nc1cccc(c1)c1csc(n1)N=C(N)N
58,1.0,1 (491),-0.3427658677101135,-0.287021279335022,n(ccc1)c(c1)CCNC
59,1.0,1 (491),-0.2336825728416443,-0.176761656999588,[Cl-].CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc13.[H+]
