n_neighbors,min_dist,valid_best_loss,valid_best_auc,train_best_auc,best_epoch
0,10,0.850949550173687,0.850949550173687,0.9536835478382614,60
0.1,10,0.8508204129946321,0.8508204129946321,0.923212157276443,37
0.2,10,0.8450806153884588,0.8450806153884588,0.9302700204710029,40
0.3,10,0.8576716823535077,0.8576716823535077,0.9730580840528068,88
0.4,10,0.8582308573946246,0.8582308573946246,0.9514532054194195,57
0.5,10,0.8538474006571644,0.8538474006571644,0.9642750023412633,71
0.6,10,0.8523675519221593,0.8523675519221593,0.9437876593931712,49
0.7,10,0.8542327094720762,0.8542327094720762,0.9487877189086387,56
0.8,10,0.8560951430524059,0.8560951430524059,0.9564586829698779,60
0.9,10,0.8625737668946082,0.8625737668946082,0.958694987055762,58
0,20,0.8514003977037238,0.8514003977037238,0.9332882699792351,42
0.1,20,0.8529072944724505,0.8529072944724505,0.9324853152653527,40
0.2,20,0.8578044742649267,0.8578044742649267,0.9807156759186665,96
0.3,20,0.8464923345253462,0.8464923345253462,0.954680564709462,59
0.4,20,0.8586763009139237,0.8586763009139237,0.9522863657793894,54
0.5,20,0.8533674223232691,0.8533674223232691,0.9324064597920283,43
0.6,20,0.8467226555292338,0.8467226555292338,0.9650029647994712,72
0.7,20,0.8485003002607715,0.8485003002607715,0.957852264975598,60
0.8,20,0.8443304682169511,0.8443304682169511,0.956686893416823,58
0.9,20,0.8481640383231678,0.8481640383231678,0.9628988968703456,73
0,30,0.8507636808398886,0.8507636808398886,0.9407242340671381,45
0.1,30,0.8516322117612084,0.8516322117612084,0.9449537982181412,53
0.2,30,0.8441845936018034,0.8441845936018034,0.9457700756354243,53
0.3,30,0.8455940281873717,0.8455940281873717,0.9674640498756562,79
0.4,30,0.8508859398106869,0.8508859398106869,0.9631197746665877,65
0.5,30,0.8544114611870826,0.8544114611870826,0.9649314286215716,70
0.6,30,0.8493218122548812,0.8493218122548812,0.9586992382213194,62
0.7,30,0.8432974642453823,0.8432974642453823,0.9556876818613175,64
0.8,30,0.8467256487540152,0.8467256487540152,0.9492974058150159,51
0.9,30,0.8511837169144952,0.8511837169144952,0.9732399839966384,87
0,40,0.8499991471752119,0.8499991471752119,0.9655518572422664,73
0.1,40,0.84439567828619,0.84439567828619,0.9570822004380634,57
0.2,40,0.8518845483360239,0.8518845483360239,0.9527551735122458,54
0.3,40,0.8543257955576852,0.8543257955576852,0.9645774840918456,69
0.4,40,0.8450851209497032,0.8450851209497032,0.9622206112294629,66
0.5,40,0.8489847399713862,0.8489847399713862,0.9621278510900559,69
0.6,40,0.8484558099246011,0.8484558099246011,0.947820853828316,57
0.7,40,0.8457532336482908,0.8457532336482908,0.9511666750259526,54
0.8,40,0.8469989802224921,0.8469989802224921,0.9667631032407531,80
0.9,40,0.8524239659173262,0.8524239659173262,0.9570052234575561,55
0,50,0.8428284726727647,0.8428284726727647,0.9528801348965538,60
0.1,50,0.852400029972157,0.852400029972157,0.9553175499231471,60
0.2,50,0.8512027707428816,0.8512027707428816,0.974812797799132,91
0.3,50,0.8484610777261867,0.8484610777261867,0.9390994948205799,46
0.4,50,0.8512224764224087,0.8512224764224087,0.971994557182359,94
0.5,50,0.8498925687581694,0.8498925687581694,0.9659827433594078,74
0.6,50,0.8475078531727127,0.8475078531727127,0.9594034573432523,62
0.7,50,0.8450452891148426,0.8450452891148426,0.9581706725670832,69
0.8,50,0.8500391859936657,0.8500391859936657,0.9668177632515581,72
0.9,50,0.8495932044728502,0.8495932044728502,0.9625699553689157,67
0,60,0.8546483285394054,0.8546483285394054,0.973319740150373,97
0.1,60,0.8488586263991613,0.8488586263991613,0.9609745668646648,64
0.2,60,0.8482089463154999,0.8482089463154999,0.9538406954531018,62
0.3,60,0.8501818316036037,0.8501818316036037,0.9708489608995565,88
0.4,60,0.8475402963277991,0.8475402963277991,0.9565234610514942,58
0.5,60,0.8437710018174829,0.8437710018174829,0.9614316509490958,72
0.6,60,0.8473396582164602,0.8473396582164602,0.9470921049816791,53
0.7,60,0.8501705532834313,0.8501705532834313,0.9432253701661134,50
0.8,60,0.8455664513179868,0.8455664513179868,0.9472758947920902,49
0.9,60,0.8516956568180342,0.8516956568180342,0.9574074332391073,59
0,70,0.8450923039402323,0.8450923039402323,0.9606800510785035,64
0.1,70,0.8479104437310405,0.8479104437310405,0.9480998267635433,56
0.2,70,0.8524976111105276,0.8524976111105276,0.9466534027354064,47
0.3,70,0.8453757691894838,0.8453757691894838,0.9411821968317612,45
0.4,70,0.8475757529175633,0.8475757529175633,0.9624304342051335,66
0.5,70,0.8493572903423283,0.8533572903423283,0.9701853587532686,87
0.6,70,0.8443055113513362,0.8443055113513362,0.9563376684629303,62
0.7,70,0.8447107142934579,0.8447107142934579,0.9635702841873618,66
